keyword	occurrences	paper_count	source_level	use_limit
精神性履行利益	1	1	B	routing_only
精神损害	1	1	B	routing_only
精神障碍者	1	1	B	routing_only
系统司法观	1	1	B	routing_only
系统工程观	1	1	B	routing_only
系统思维	1	1	B	routing_only
系统责任	1	1	B	routing_only
紧密危险共同体	1	1	B	routing_only
累积犯	1	1	B	routing_only
纠纷解决体系	1	1	B	routing_only
约定解除权	1	1	B	routing_only
纳税人权利保护	1	1	B	routing_only
纳税人税权	1	1	B	routing_only
纸质档案	1	1	B	routing_only
组织堕距	1	1	B	routing_only
组织帮助行为	1	1	B	routing_only
组织行为	1	1	B	routing_only
终局性	1	1	B	routing_only
终极正义	1	1	B	routing_only
终身监禁	1	1	B	routing_only
经济制裁	1	1	B	routing_only
经济正义	1	1	B	routing_only
经营所得	1	1	B	routing_only
经营者合法权益	1	1	B	routing_only
经营者集中	1	1	B	routing_only
经验感知	1	1	B	routing_only
结婚行为能力	1	1	B	routing_only
结构功能主义	1	1	B	routing_only
结果—过程分离型审查	1	1	B	routing_only
结果—过程融合型审查	1	1	B	routing_only
结果标准	1	1	B	routing_only
结果责任	1	1	B	routing_only
结果避免可能性	1	1	B	routing_only
给付目的不达	1	1	B	routing_only
给付请求权	1	1	B	routing_only
绝对本国法	1	1	B	routing_only
统一交易目的	1	1	B	routing_only
统一可采标准	1	1	B	routing_only
统属性思维	1	1	B	routing_only
继承取得	1	1	B	routing_only
继续履行	1	1	B	routing_only
综合标准	1	1	B	routing_only
综合治理范式	1	1	B	routing_only
综合考虑因素	1	1	B	routing_only
缔约过失责任	1	1	B	routing_only
缺席审判	1	1	B	routing_only
网络交易	1	1	B	routing_only
网络犯罪	1	1	B	routing_only
网络虚假信息	1	1	B	routing_only
网络言论	1	1	B	routing_only
网络诽谤信息	1	1	B	routing_only
罪名体系	1	1	B	routing_only
罪名范围	1	1	B	routing_only
罪数关系	1	1	B	routing_only
罪状	1	1	B	routing_only
罪量要素	1	1	B	routing_only
署名推定	1	1	B	routing_only
美国法	1	1	B	routing_only
老龄化社会	1	1	B	routing_only
职业自由	1	1	B	routing_only
职业风险	1	1	B	routing_only
职务代理	1	1	B	routing_only
职务犯罪案件	1	1	B	routing_only
职工权益保障	1	1	B	routing_only
职工知识、技能与经验	1	1	B	routing_only
职能管辖	1	1	B	routing_only
联合抵制	1	1	B	routing_only
肖像	1	1	B	routing_only
肖像权	1	1	B	routing_only
股东名册	1	1	B	routing_only
股东损害金融机构利益	1	1	B	routing_only
股东有限责任	1	1	B	routing_only
股东权利	1	1	B	routing_only
股东责任	1	1	B	routing_only
股东资格	1	1	B	routing_only
股东身份识别	1	1	B	routing_only
股东除名	1	1	B	routing_only
股权冻结	1	1	B	routing_only
股权利益	1	1	B	routing_only
育儿休业津贴	1	1	B	routing_only
育儿津贴法律制度	1	1	B	routing_only
背信罪	1	1	B	routing_only
脸面	1	1	B	routing_only
腐败犯罪	1	1	B	routing_only
自主型法治现代化道路	1	1	B	routing_only
自主控制	1	1	B	routing_only
自主知识体系	1	1	B	routing_only
自主立法	1	1	B	routing_only
自动化决策拒绝权	1	1	B	routing_only
自动化行政执法	1	1	B	routing_only
自动驾驶汽车	1	1	B	routing_only
自我意识	1	1	B	routing_only
自我行为	1	1	B	routing_only
自然保护区条例	1	1	B	routing_only
自然保护地法	1	1	B	routing_only
自然犯	1	1	B	routing_only
自然资源国家所有权	1	1	B	routing_only
自由竞争价值	1	1	B	routing_only
自诉转公诉	1	1	B	routing_only
良法	1	1	B	routing_only
色彩性法律语词	1	1	B	routing_only
范式转换	1	1	B	routing_only
药品犯罪圈	1	1	B	routing_only
获益剥夺	1	1	B	routing_only
营业自由	1	1	B	routing_only
营商环境	1	1	B	routing_only
著作财产权转移	1	1	B	routing_only
虚开发票罪	1	1	B	routing_only
虚拟货币	1	1	B	routing_only
融合量刑情节模式	1	1	B	routing_only
行业禁入	1	1	B	routing_only
行为不法	1	1	B	routing_only
行为保全	1	1	B	routing_only
行为债务	1	1	B	routing_only
行为去秘密性	1	1	B	routing_only
行为性质	1	1	B	routing_only
行为构造	1	1	B	routing_only
行为标准	1	1	B	routing_only
行为标准功能	1	1	B	routing_only
行为类型化	1	1	B	routing_only
行为规范	1	1	B	routing_only
行为责任人	1	1	B	routing_only
行使机制改革	1	1	B	routing_only
行刑反向衔接	1	1	B	routing_only
行刑平行	1	1	B	routing_only
行政主体	1	1	B	routing_only
行政主体抗辩权	1	1	B	routing_only
行政争议解决	1	1	B	routing_only
行政事实行为	1	1	B	routing_only
行政事权	1	1	B	routing_only
行政代履行	1	1	B	routing_only
行政任务	1	1	B	routing_only
行政优先原则	1	1	B	routing_only
行政制裁	1	1	B	routing_only
行政协议	1	1	B	routing_only
行政参与权遮蔽	1	1	B	routing_only
行政处罚决定书	1	1	B	routing_only
行政处罚权下沉	1	1	B	routing_only
行政复议	1	1	B	routing_only
行政复议主渠道	1	1	B	routing_only
行政复议决定公开	1	1	B	routing_only
行政复议变革	1	1	B	routing_only
行政委托	1	1	B	routing_only
行政强制获取	1	1	B	routing_only
行政微小案件	1	1	B	routing_only
行政性垄断	1	1	B	routing_only
行政执法体制	1	1	B	routing_only
行政授权	1	1	B	routing_only
行政机关	1	1	B	routing_only
行政机关自我主导模式	1	1	B	routing_only
行政法	1	1	B	routing_only
行政法典制定	1	1	B	routing_only
行政法学	1	1	B	routing_only
行政法学说与制度	1	1	B	routing_only
行政法文化	1	1	B	routing_only
行政法治	1	1	B	routing_only
行政犯	1	1	B	routing_only
行政程序立法	1	1	B	routing_only
行政管理体制	1	1	B	routing_only
行政自动化决策	1	1	B	routing_only
行政行为	1	1	B	routing_only
行政规范	1	1	B	routing_only
行政计划	1	1	B	routing_only
行政许可法	1	1	B	routing_only
行政诉讼	1	1	B	routing_only
行政赔偿决定	1	1	B	routing_only
行政赔偿判决类型	1	1	B	routing_only
行政过程	1	1	B	routing_only
行政过程论	1	1	B	routing_only
行政黑名单制度	1	1	B	routing_only
行贿犯罪	1	1	B	routing_only
行贿罪	1	1	B	routing_only
衍化规则	1	1	B	routing_only
补办结婚登记	1	1	B	routing_only
补正解释	1	1	B	routing_only
表演者权	1	1	B	routing_only
表见代表	1	1	B	routing_only
被告答辩	1	1	B	routing_only
被害人因素	1	1	B	routing_only
被害人教义学	1	1	B	routing_only
裁判功能	1	1	B	routing_only
裁判正义	1	1	B	routing_only
裁判理由	1	1	B	routing_only
裁判要点	1	1	B	routing_only
裁判规则适用	1	1	B	routing_only
裁判规范	1	1	B	routing_only
西方“犯罪骨相学”	1	1	B	routing_only
要件事实	1	1	B	routing_only
要求	1	1	B	routing_only
观念占有	1	1	B	routing_only
规则	1	1	B	routing_only
规则统一	1	1	B	routing_only
规制措施	1	1	B	routing_only
规制范式	1	1	B	routing_only
规范创制性事实	1	1	B	routing_only
规范性文件	1	1	B	routing_only
规范性法律文件	1	1	B	routing_only
规范目标	1	1	B	routing_only
规范目的	1	1	B	routing_only
规范自身平等	1	1	B	routing_only
规范解构	1	1	B	routing_only
解约定金	1	1	B	routing_only
解纷机制	1	1	B	routing_only
解释论	1	1	B	routing_only
解除权	1	1	B	routing_only
言论自由权	1	1	B	routing_only
认知过程	1	1	B	routing_only
认知逻辑	1	1	B	routing_only
认罪协商	1	1	B	routing_only
认罪认罚从宽制度	1	1	B	routing_only
许可授予权利	1	1	B	routing_only
许可授予权力	1	1	B	routing_only
设区的市地方性法规	1	1	B	routing_only
证券持有人名册	1	1	B	routing_only
证券虚假陈述	1	1	B	routing_only
证据合法性	1	1	B	routing_only
证据属性	1	1	B	routing_only
证据归属	1	1	B	routing_only
证据扣押	1	1	B	routing_only
证据收集	1	1	B	routing_only
证据类型	1	1	B	routing_only
证据规则	1	1	B	routing_only
证据调查	1	1	B	routing_only
证明体系	1	1	B	routing_only
证明对象	1	1	B	routing_only
证明效果	1	1	B	routing_only
评估原则	1	1	B	routing_only
评估理念	1	1	B	routing_only
识别	1	1	B	routing_only
识别原理	1	1	B	routing_only
诈害行为	1	1	B	routing_only
诉因制度	1	1	B	routing_only
诉讼主体	1	1	B	routing_only
诉讼功能	1	1	B	routing_only
诉讼化改造	1	1	B	routing_only
诉讼参与人	1	1	B	routing_only
诉讼实施权	1	1	B	routing_only
诉讼抵销	1	1	B	routing_only
诉讼担当	1	1	B	routing_only
诉讼时效	1	1	B	routing_only
诉讼权利	1	1	B	routing_only
词典解释	1	1	B	routing_only
诚信原则	1	1	B	routing_only
诚实信用原则	1	1	B	routing_only
语义解释	1	1	B	routing_only
语境解释	1	1	B	routing_only
说明义务	1	1	B	routing_only
调查—讯问	1	1	B	routing_only
豁免条款	1	1	B	routing_only
负面清单	1	1	B	routing_only
财产保全	1	1	B	routing_only
财产性利益	1	1	B	routing_only
财产损失	1	1	B	routing_only
财产损害	1	1	B	routing_only
财产权	1	1	B	routing_only
财产权保护	1	1	B	routing_only
财产照管义务	1	1	B	routing_only
财产税制改革	1	1	B	routing_only
财团清算	1	1	B	routing_only
财政可持续治理	1	1	B	routing_only
责令退赔	1	1	B	routing_only
责任主义	1	1	B	routing_only
责任加重	1	1	B	routing_only
责任承担理论	1	1	B	routing_only
责任能力	1	1	B	routing_only
账外暗中	1	1	B	routing_only
货币黄金案原则	1	1	B	routing_only
费用偿还	1	1	B	routing_only
资产信用	1	1	B	routing_only
资源确权登记	1	1	B	routing_only
赋权理论	1	1	B	routing_only
赔偿责任	1	1	B	routing_only
赔偿责任人	1	1	B	routing_only
赠与合同	1	1	B	routing_only
起诉制度	1	1	B	routing_only
跨境犯罪	1	1	B	routing_only
身体权	1	1	B	routing_only
转型人权	1	1	B	routing_only
转基因	1	1	B	routing_only
转授权	1	1	B	routing_only
轴辐协议	1	1	B	routing_only
轻微暴力	1	1	B	routing_only
轻微犯罪	1	1	B	routing_only
轻微违约	1	1	B	routing_only
轻罪立法	1	1	B	routing_only
轻罪规范	1	1	B	routing_only
辅助性原则	1	1	B	routing_only
辨认和控制能力	1	1	B	routing_only
辩证思维	1	1	B	routing_only
过失共同正犯	1	1	B	routing_only
过失相抵	1	1	B	routing_only
过失致人死亡罪	1	1	B	routing_only
过度管辖	1	1	B	routing_only
过渡期条款	1	1	B	routing_only
过滤义务	1	1	B	routing_only
过罚相当	1	1	B	routing_only
过责相当	1	1	B	routing_only
近代中国法制	1	1	B	routing_only
返还	1	1	B	routing_only
返还穿越	1	1	B	routing_only
违法合同无效	1	1	B	routing_only
违法多元论	1	1	B	routing_only
违法实施集中	1	1	B	routing_only
违法性怀疑	1	1	B	routing_only
违法性意志	1	1	B	routing_only
违法性标准	1	1	B	routing_only
违法性认识错误	1	1	B	routing_only
违法所得	1	1	B	routing_only
违法相对性	1	1	B	routing_only
违法记录封存	1	1	B	routing_only
违约定金	1	1	B	routing_only
违约损害赔偿	1	1	B	routing_only
违约救济	1	1	B	routing_only
违约方申请解除	1	1	B	routing_only
违约获益交出	1	1	B	routing_only
违约金调整	1	1	B	routing_only
违规披露、不披露重要信息罪	1	1	B	routing_only
连带责任	1	1	B	routing_only
追缴	1	1	B	routing_only
追诉时效缩短	1	1	B	routing_only
适度干预	1	1	B	routing_only
适当性审查	1	1	B	routing_only
适当联系	1	1	B	routing_only
适用权限	1	1	B	routing_only
适用范围	1	1	B	routing_only
适用要件	1	1	B	routing_only
适用限制	1	1	B	routing_only
选择竞合	1	1	B	routing_only
透明度	1	1	B	routing_only
递归四段论	1	1	B	routing_only
通俗性法律歌诀	1	1	B	routing_only
通信秘密	1	1	B	routing_only
通常职权范围	1	1	B	routing_only
通用人工智能	1	1	B	routing_only
通知抵销	1	1	B	routing_only
速裁程序	1	1	B	routing_only
逮捕	1	1	B	routing_only
逮捕程序正当化	1	1	B	routing_only
逻辑模式	1	1	B	routing_only
逻辑起点	1	1	B	routing_only
道德图画	1	1	B	routing_only
道德法则	1	1	B	routing_only
道德的普遍性	1	1	B	routing_only
遗产	1	1	B	routing_only
遗产分割	1	1	B	routing_only
遗嘱处分	1	1	B	routing_only
遗嘱继承	1	1	B	routing_only
遗嘱解释	1	1	B	routing_only
遗弃罪	1	1	B	routing_only
遗赠	1	1	B	routing_only
部门宪法	1	1	B	routing_only
重大事由	1	1	B	routing_only
重大创新	1	1	B	routing_only
量刑从宽	1	1	B	routing_only
量刑基准	1	1	B	routing_only
量刑建议	1	1	B	routing_only
量刑建议精准化	1	1	B	routing_only
量刑说理	1	1	B	routing_only
量刑起点	1	1	B	routing_only
量的区别说	1	1	B	routing_only
金融公益	1	1	B	routing_only
金融安全	1	1	B	routing_only
金融监管法	1	1	B	routing_only
银行业监管执法	1	1	B	routing_only
长效机制	1	1	B	routing_only
长臂管辖	1	1	B	routing_only
闭环通缉	1	1	B	routing_only
问责	1	1	B	routing_only
问责原则	1	1	B	routing_only
问题导向观	1	1	B	routing_only
间接歧视	1	1	B	routing_only
阅核制	1	1	B	routing_only
阶层体系	1	1	B	routing_only
附带民事诉讼	1	1	B	routing_only
附条件遗嘱	1	1	B	routing_only
附随后果	1	1	B	routing_only
限制从业罚	1	1	B	routing_only
限制变更登记	1	1	B	routing_only
限制民事行为能力	1	1	B	routing_only
限缩适用	1	1	B	routing_only
除名之诉	1	1	B	routing_only
除名事由	1	1	B	routing_only
除名决议	1	1	B	routing_only
除斥期间	1	1	B	routing_only
隐性知识	1	1	B	routing_only
隐性立法程序	1	1	B	routing_only
隐私	1	1	B	routing_only
隐私数据	1	1	B	routing_only
隐私权保护	1	1	B	routing_only
集体劳动法	1	1	B	routing_only
集体抵制	1	1	B	routing_only
集体法益	1	1	B	routing_only
集体行动困境	1	1	B	routing_only
需要同意的法律行为	1	1	B	routing_only
霍菲尔德	1	1	B	routing_only
静态解释	1	1	B	routing_only
非债清偿	1	1	B	routing_only
非全日制用工	1	1	B	routing_only
非婚同居	1	1	B	routing_only
非婚生子女	1	1	B	routing_only
非形式逻辑	1	1	B	routing_only
非排他性扣押	1	1	B	routing_only
非法人体试验	1	1	B	routing_only
非法经营同类营业罪	1	1	B	routing_only
非法经营罪	1	1	B	routing_only
非法集资	1	1	B	routing_only
非税法律	1	1	B	routing_only
非讼程序	1	1	B	routing_only
面相貌审	1	1	B	routing_only
预付式消费	1	1	B	routing_only
预设意志	1	1	B	routing_only
预防性法律制度	1	1	B	routing_only
预防性监管	1	1	B	routing_only
风险场域	1	1	B	routing_only
风险犯	1	1	B	routing_only
风险负担	1	1	B	routing_only
风险防范	1	1	B	routing_only
风险预防原则	1	1	B	routing_only
首次判断权	1	1	B	routing_only
马克思主义法学	1	1	B	routing_only
马克思主义法学理论	1	1	B	routing_only
马克思人权观	1	1	B	routing_only
高利贷	1	1	B	routing_only
高校校规	1	1	B	routing_only
高级法	1	1	B	routing_only
高质量就业	1	1	B	routing_only
黑格尔	1	1	B	routing_only
默会正义	1	1	B	routing_only
默会知识	1	1	B	routing_only
默认选择	1	1	B	routing_only
